,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape,geom
310,2675,2692,FS-1424726,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,67,PNF-905,BE0M,LOST,,,,,,2005,2453640.5,270,1530,1.0,Lightning,2453640.5,270.0,1730,0.1,A,39.58222222,-121.14527778,13.0,STATE OR PRIVATE,CA,115,115,Yuba,"b'\x00\x01\xad\x10\x00\x00\xdc{,;LI^\xc0\xd0\xf3\xf8A\x86\xcaC@\xdc{,;LI^\xc0\xd0\xf3\xf8A\x86\xcaC@|\x01\x00\x00\x00\xdc{,;LI^\xc0\xd0\xf3\xf8A\x86\xcaC@\xfe'",POINT (-121.14527778 39.58222222000006)
311,2687,2704,FS-1424754,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,68,PNF-904,BE0M,OAK,,,,,,2005,2453640.5,270,1510,1.0,Lightning,2453641.5,271.0,1325,0.1,A,39.55555556,-121.05833333,5.0,USFS,CA,115,115,Yuba,"b""\x00\x01\xad\x10\x00\x00x'\xb8\xbb\xbbC^\xc0\xd8\xa7\xd0q\x1c\xc7C@x'\xb8\xbb\xbbC^\xc0\xd8\xa7\xd0q\x1c\xc7C@|\x01\x00\x00\x00x'\xb8\xbb\xbbC^\xc0\xd8\xa7\xd0q\x1c\xc7C@\xfe""",POINT (-121.05833333 39.55555556000007)
312,2692,2709,FS-1424760,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,69,PNF-908,BE0M,WHISKEY,,,,,,2005,2453642.5,272,1010,1.0,Lightning,2453643.5,273.0,1200,5.0,B,39.76361111,-121.15055556,5.0,USFS,CA,63,063,Plumas,b'\x00\x01\xad\x10\x00\x00\x94\x9b\xc9\xb3\xa2I^\xc0\x00(D\x02\xbe\xe1C@\x94\x9b\xc9\xb3\xa2I^\xc0\x00(D\x02\xbe\xe1C@|\x01\x00\x00\x00\x94\x9b\xc9\xb3\xa2I^\xc0\x00(D\x02\xbe\xe1C@\xfe',POINT (-121.15055556 39.76361111000006)
313,2707,2724,FS-1424781,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,8,MNF-826,B4MT,CREEK,,,,,,2005,2453602.5,232,0600,5.0,Debris Burning,2453602.5,232.0,0715,0.1,A,39.25666667,-122.94638889,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00@\xf6\xb4\xa2\x91\xbc^\xc0\xd0\xcf\x14t\xda\xa0C@@\xf6\xb4\xa2\x91\xbc^\xc0\xd0\xcf\x14t\xda\xa0C@|\x01\x00\x00\x00@\xf6\xb4\xa2\x91\xbc^\xc0\xd0\xcf\x14t\xda\xa0C@\xfe',POINT (-122.94638889 39.25666667000007)
314,2710,2727,FS-1424785,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,9,MNF-867,BGJ7,PINE-1,,,,,,2005,2453611.5,241,1540,9.0,Miscellaneous,2453611.5,241.0,1600,0.5,B,39.30333333,-123.09222222,14.0,MISSING/NOT SPECIFIED,CA,,,,b'\x00\x01\xad\x10\x00\x00P\xb7\x06\xf8\xe6\xc5^\xc0\x88\x11f\xa0\xd3\xa6C@P\xb7\x06\xf8\xe6\xc5^\xc0\x88\x11f\xa0\xd3\xa6C@|\x01\x00\x00\x00P\xb7\x06\xf8\xe6\xc5^\xc0\x88\x11f\xa0\xd3\xa6C@\xfe',POINT (-123.0922222199999 39.30333333000004)
315,2712,2729,FS-1424788,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,74,PNF- 936,B6UW,FIELDS,,,,,,2005,2453647.5,277,1209,1.0,Lightning,2453647.5,277.0,1700,0.1,A,39.55666667,-121.19083333,5.0,USFS,CA,7,007,Butte,b'\x00\x01\xad\x10\x00\x00\x8c\xd5\xff\x9c6L^\xc006{\xda@\xc7C@\x8c\xd5\xff\x9c6L^\xc006{\xda@\xc7C@|\x01\x00\x00\x00\x8c\xd5\xff\x9c6L^\xc006{\xda@\xc7C@\xfe',POINT (-121.19083333 39.55666667000003)
316,2713,2730,FS-1424789,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,10,MNF-868,BGJ7,MIDDLE2,,,,,,2005,2453611.5,241,1650,9.0,Miscellaneous,2453611.5,241.0,1745,1.0,B,39.31055556,-123.07277778,14.0,MISSING/NOT SPECIFIED,CA,,,,"b'\x00\x01\xad\x10\x00\x00l>""d\xa8\xc4^\xc0H\xe5\xdaH\xc0\xa7C@l>""d\xa8\xc4^\xc0H\xe5\xdaH\xc0\xa7C@|\x01\x00\x00\x00l>""d\xa8\xc4^\xc0H\xe5\xdaH\xc0\xa7C@\xfe'",POINT (-123.07277778 39.31055556000007)
317,2716,2733,FS-1424792,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,73,PNF-933,B7V3,BAR,,,,,,2005,2453646.5,276,1600,9.0,Miscellaneous,2453647.5,277.0,1145,0.5,B,39.78027778,-121.40916667,5.0,USFS,CA,7,007,Butte,b'\x00\x01\xad\x10\x00\x00\xd8\x90f\xc9/Z^\xc0\xa8rm$\xe0\xe3C@\xd8\x90f\xc9/Z^\xc0\xa8rm$\xe0\xe3C@|\x01\x00\x00\x00\xd8\x90f\xc9/Z^\xc0\xa8rm$\xe0\xe3C@\xfe',POINT (-121.40916667 39.78027778000006)
318,2723,2740,FS-1424833,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,12,MNF-974,B6NE,CLOVER,CA-LNU-6400,CLOVER,,,,2005,2453629.5,259,1435,9.0,Miscellaneous,2453631.5,261.0,1800,775.0,E,39.16972222,-122.88722222,14.0,MISSING/NOT SPECIFIED,CA,,,,"b""\x00\x01\xad\x10\x00\x00\xcc\xcb\xb4?\xc8\xb8^\xc0\x00',u\xb9\x95C@\xcc\xcb\xb4?\xc8\xb8^\xc0\x00',u\xb9\x95C@|\x01\x00\x00\x00\xcc\xcb\xb4?\xc8\xb8^\xc0\x00',u\xb9\x95C@\xfe""",POINT (-122.88722222 39.16972222000004)
319,2726,2743,FS-1424845,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,14,MNF-1035,BE0J,BEVINS,,,,,,2005,2453640.5,270,0900,1.0,Lightning,2453640.5,270.0,1500,0.4,B,39.34944444,-122.91611111,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xf0<~\x90\xa1\xba^\xc0\xe0\xc8l\x98\xba\xacC@\xf0<~\x90\xa1\xba^\xc0\xe0\xc8l\x98\xba\xacC@|\x01\x00\x00\x00\xf0<~\x90\xa1\xba^\xc0\xe0\xc8l\x98\xba\xacC@\xfe',POINT (-122.91611111 39.34944444000007)
320,2728,2745,FS-1424848,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,17,MNF-1039,BE0J,BACHLOR,,,,,,2005,2453639.5,269,1900,1.0,Lightning,2453639.5,269.0,2300,0.4,B,39.22888889,-122.96972222,14.0,MISSING/NOT SPECIFIED,CA,,,,"b'\x00\x01\xad\x10\x00\x00\xb0F\xc9\xed\x0f\xbe^\xc0\xe8{,;L\x9dC@\xb0F\xc9\xed\x0f\xbe^\xc0\xe8{,;L\x9dC@|\x01\x00\x00\x00\xb0F\xc9\xed\x0f\xbe^\xc0\xe8{,;L\x9dC@\xfe'",POINT (-122.96972222 39.22888889000006)
321,2730,2747,FS-1424850,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,19,MNF-1041,BE0J,CROCKER,,,,,,2005,2453640.5,270,0800,1.0,Lightning,2453642.5,272.0,1200,0.1,A,39.54194444,-123.08472222,13.0,STATE OR PRIVATE,CA,,,,b'\x00\x01\xad\x10\x00\x00<\t\xbf\x16l\xc5^\xc0P\x06wo^\xc5C@<\t\xbf\x16l\xc5^\xc0P\x06wo^\xc5C@|\x01\x00\x00\x00<\t\xbf\x16l\xc5^\xc0P\x06wo^\xc5C@\xfe',POINT (-123.0847222199999 39.54194444000007)
322,2734,2751,FS-1424859,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,20,MNF-1042,BE0J,BOOTH,,,,,,2005,2453640.5,270,0900,1.0,Lightning,2453640.5,270.0,1630,0.1,A,39.48527778,-122.98472222,13.0,STATE OR PRIVATE,CA,,,,b'\x00\x01\xad\x10\x00\x00\xd8\xa2X\xb0\x05\xbf^\xc0\xb0I\x11\x95\x1d\xbeC@\xd8\xa2X\xb0\x05\xbf^\xc0\xb0I\x11\x95\x1d\xbeC@|\x01\x00\x00\x00\xd8\xa2X\xb0\x05\xbf^\xc0\xb0I\x11\x95\x1d\xbeC@\xfe',POINT (-122.98472222 39.48527778000005)
323,2738,2755,FS-1424863,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,26,MNF-1049,BE0J,CROSSING,,,,,,2005,2453640.5,270,0900,1.0,Lightning,2453640.5,270.0,2200,0.2,A,39.48916667,-122.99611111,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00t(\xd0H\xc0\xbf^\xc0\xc0\xf8p\x03\x9d\xbeC@t(\xd0H\xc0\xbf^\xc0\xc0\xf8p\x03\x9d\xbeC@|\x01\x00\x00\x00t(\xd0H\xc0\xbf^\xc0\xc0\xf8p\x03\x9d\xbeC@\xfe',POINT (-122.99611111 39.48916667000003)
324,2742,2759,FS-1424868,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,31,MNF-1054,BE0J,RICE,,,,,,2005,2453641.5,271,1530,1.0,Lightning,2453642.5,272.0,1230,0.1,A,39.39444444,-122.9425,5.0,USFS,CA,,,,"b""\x00\x01\xad\x10\x00\x00\xb4\x1e\x85\xebQ\xbc^\xc0\xd0\xf1\xc8'}\xb2C@\xb4\x1e\x85\xebQ\xbc^\xc0\xd0\xf1\xc8'}\xb2C@|\x01\x00\x00\x00\xb4\x1e\x85\xebQ\xbc^\xc0\xd0\xf1\xc8'}\xb2C@\xfe""",POINT (-122.9424999999999 39.39444444000003)
325,2743,2760,FS-1424871,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,36,16,B24F,FULTON,,,,,,2005,2453585.5,215,1658,9.0,Miscellaneous,2453585.5,215.0,2030,1.5,B,35.73111111,-118.655,13.0,STATE OR PRIVATE,CA,,,,b'\x00\x01\xad\x10\x00\x00P\xb8\x1e\x85\xeb\xa9]\xc0\xa0\x98\x81\x0c\x95\xddA@P\xb8\x1e\x85\xeb\xa9]\xc0\xa0\x98\x81\x0c\x95\xddA@|\x01\x00\x00\x00P\xb8\x1e\x85\xeb\xa9]\xc0\xa0\x98\x81\x0c\x95\xddA@\xfe',POINT (-118.655 35.73111111000003)
326,2746,2763,FS-1424875,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,52,020,B3J2,MACE,CA-KRU-21984,MACE,,,,2005,2453589.5,219,1455,2.0,Equipment Use,2453591.5,221.0,1800,191.0,D,35.39055556,-118.38555556,13.0,STATE OR PRIVATE,CA,,,,b'\x00\x01\xad\x10\x00\x00h?:\xf1\xac\x98]\xc0P\xbc~\xb9\xfd\xb1A@h?:\xf1\xac\x98]\xc0P\xbc~\xb9\xfd\xb1A@|\x01\x00\x00\x00h?:\xf1\xac\x98]\xc0P\xbc~\xb9\xfd\xb1A@\xfe',POINT (-118.3855555599999 35.39055556000005)
327,2747,2764,FS-1424876,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,53,021,BE0P,HOOPER,,,,,,2005,2453596.5,226,2306,1.0,Lightning,2453596.5,226.0,2320,0.1,A,35.58805556,-118.51638889,13.0,STATE OR PRIVATE,CA,,,,b'\x00\x01\xad\x10\x00\x00T\xa4\xfc\x83\x0c\xa1]\xc007\x93gE\xcbA@T\xa4\xfc\x83\x0c\xa1]\xc007\x93gE\xcbA@|\x01\x00\x00\x00T\xa4\xfc\x83\x0c\xa1]\xc007\x93gE\xcbA@\xfe',POINT (-118.51638889 35.58805556000004)
328,2749,2766,FS-1424878,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,54,022,BE0P,COOK,,,,,,2005,2453597.5,227,1021,1.0,Lightning,2453597.5,227.0,1130,0.1,A,35.71611111,-118.54583333,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xacZ\xeb\xee\xee\xa2]\xc0P\xe0b\x87\xa9\xdbA@\xacZ\xeb\xee\xee\xa2]\xc0P\xe0b\x87\xa9\xdbA@|\x01\x00\x00\x00\xacZ\xeb\xee\xee\xa2]\xc0P\xe0b\x87\xa9\xdbA@\xfe',POINT (-118.54583333 35.71611111000004)
329,2750,2767,FS-1424879,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,55,023,BE0P,BASKET,,,,,,2005,2453597.5,227,1043,1.0,Lightning,2453597.5,227.0,1430,0.1,A,35.65833333,-118.64944444,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\x9c\x97i\x7f\x90\xa9]\xc0\xc8\x1b=DD\xd4A@\x9c\x97i\x7f\x90\xa9]\xc0\xc8\x1b=DD\xd4A@|\x01\x00\x00\x00\x9c\x97i\x7f\x90\xa9]\xc0\xc8\x1b=DD\xd4A@\xfe',POINT (-118.64944444 35.65833333000006)
330,2751,2768,FS-1424880,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,56,024,BE0P,CHINA,,,,,,2005,2453597.5,227,0600,1.0,Lightning,2453597.5,227.0,1930,0.1,A,35.52666667,-118.69583333,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00D\xf4\x84\x88\x88\xac]\xc0\x90\xc5=\xd0i\xc3A@D\xf4\x84\x88\x88\xac]\xc0\x90\xc5=\xd0i\xc3A@|\x01\x00\x00\x00D\xf4\x84\x88\x88\xac]\xc0\x90\xc5=\xd0i\xc3A@\xfe',POINT (-118.69583333 35.52666667000005)
331,2756,2774,FS-1424886,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,58,026,B2JG,BRECK,,,,,,2005,2453580.5,210,1845,9.0,Miscellaneous,2453580.5,210.0,2200,72.0,C,35.39111111,-118.81333333,13.0,STATE OR PRIVATE,CA,,,,b'\x00\x01\xad\x10\x00\x000F=\xa7\r\xb4]\xc0\xb8F\xc9\xed\x0f\xb2A@0F=\xa7\r\xb4]\xc0\xb8F\xc9\xed\x0f\xb2A@|\x01\x00\x00\x000F=\xa7\r\xb4]\xc0\xb8F\xc9\xed\x0f\xb2A@\xfe',POINT (-118.81333333 35.39111111000005)
332,2757,2775,FS-1424887,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,67,027,B7DJ,RADIO,,,,,,2005,2453639.5,269,1800,1.0,Lightning,2453640.5,270.0,1500,0.1,A,35.45472222,-118.605,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\x1c\x85\xebQ\xb8\xa6]\xc0\x18\xd5sV4\xbaA@\x1c\x85\xebQ\xb8\xa6]\xc0\x18\xd5sV4\xbaA@|\x01\x00\x00\x00\x1c\x85\xebQ\xb8\xa6]\xc0\x18\xd5sV4\xbaA@\xfe',POINT (-118.605 35.45472222000006)
333,2758,2776,FS-1424888,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,68,028,BE0P,BROWN,,,,,,2005,2453640.5,270,1200,1.0,Lightning,2453640.5,270.0,1900,0.25,A,35.65194444,-118.57194444,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00t;\xda\xbc\x9a\xa4]\xc0\x00NX\xear\xd3A@t;\xda\xbc\x9a\xa4]\xc0\x00NX\xear\xd3A@|\x01\x00\x00\x00t;\xda\xbc\x9a\xa4]\xc0\x00NX\xear\xd3A@\xfe',POINT (-118.57194444 35.65194444000008)
334,2759,2777,FS-1424891,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,69,029,BE0P,DRY,,,,,,2005,2453640.5,270,1600,1.0,Lightning,2453640.5,270.0,1800,0.5,B,35.57,-118.34388889,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00|\x00\x8cF\x02\x96]\xc00\\\x8f\xc2\xf5\xc8A@|\x00\x8cF\x02\x96]\xc00\\\x8f\xc2\xf5\xc8A@|\x01\x00\x00\x00|\x00\x8cF\x02\x96]\xc00\\\x8f\xc2\xf5\xc8A@\xfe',POINT (-118.34388889 35.57000000000005)
335,2760,2778,FS-1424904,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,16,5,B2EV,EVERGREEN,,,,,,2005,2453581.5,211,1253,2.0,Equipment Use,2453581.5,211.0,1301,0.01,A,37.815,-119.875,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xfc\xff\xff\xff\xff\xf7]\xc0\xc0\x1e\x85\xebQ\xe8B@\xfc\xff\xff\xff\xff\xf7]\xc0\xc0\x1e\x85\xebQ\xe8B@|\x01\x00\x00\x00\xfc\xff\xff\xff\xff\xf7]\xc0\xc0\x1e\x85\xebQ\xe8B@\xfe',POINT (-119.8749999999999 37.81500000000005)
336,2762,2780,FS-1424907,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,39,006,BE0P,TROUT,,,,,,2005,2453587.5,217,1630,1.0,Lightning,2453587.5,217.0,1700,0.1,A,36.20972222,-118.40333333,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00$o\x996\xd0\x99]\xc0\x88\x12~-\xd8\x1aB@$o\x996\xd0\x99]\xc0\x88\x12~-\xd8\x1aB@|\x01\x00\x00\x00$o\x996\xd0\x99]\xc0\x88\x12~-\xd8\x1aB@\xfe',POINT (-118.40333333 36.20972222000006)
337,2764,2782,FS-1424912,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,59,007,BE0P,GAP,,,,,,2005,2453590.5,220,0300,1.0,Lightning,2453590.5,220.0,1500,0.1,A,36.3625,-118.565,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00X\x8f\xc2\xf5(\xa4]\xc0pffff.B@X\x8f\xc2\xf5(\xa4]\xc0pffff.B@|\x01\x00\x00\x00X\x8f\xc2\xf5(\xa4]\xc0pffff.B@\xfe',POINT (-118.5649999999999 36.36250000000007)
338,2765,2783,FS-1424913,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,17,6,B23G,ACKERSON,,,,,,2005,2453585.5,215,1344,9.0,Miscellaneous,2453585.5,215.0,1545,0.6,B,37.82638889,-119.8675,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xe8Q\xb8\x1e\x85\xf7]\xc0\xf8)t\x1c\xc7\xe9B@\xe8Q\xb8\x1e\x85\xf7]\xc0\xf8)t\x1c\xc7\xe9B@|\x01\x00\x00\x00\xe8Q\xb8\x1e\x85\xf7]\xc0\xf8)t\x1c\xc7\xe9B@\xfe',POINT (-119.8674999999999 37.82638889000003)
339,2767,2785,FS-1424920,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,24,MNF-1046,BE0J,DASHIELL,,,,,,2005,2453640.5,270,0930,1.0,Lightning,2453640.5,270.0,1505,0.5,B,39.41333333,-123.03833333,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\x94\xac\xa3\rt\xc2^\xc08YG\x1b\xe8\xb4C@\x94\xac\xa3\rt\xc2^\xc08YG\x1b\xe8\xb4C@|\x01\x00\x00\x00\x94\xac\xa3\rt\xc2^\xc08YG\x1b\xe8\xb4C@\xfe',POINT (-123.0383333299999 39.41333333000006)
340,2769,2787,FS-1424923,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,66,008,B61C,LANDING,,,,,,2005,2453634.5,264,1500,9.0,Miscellaneous,2453634.5,264.0,1700,0.5,B,36.19833333,-118.72416667,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x004 )\xbfX\xae]\xc0H\x07\x8f\xfcb\x19B@4 )\xbfX\xae]\xc0H\x07\x8f\xfcb\x19B@|\x01\x00\x00\x004 )\xbfX\xae]\xc0H\x07\x8f\xfcb\x19B@\xfe',POINT (-118.72416667 36.19833333000003)
341,2771,2789,FS-1424925,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,70,009,B7VB,CAMP,,,,,,2005,2453647.5,277,0830,7.0,Arson,2453647.5,277.0,1700,0.25,A,36.20583333,-118.65888889,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xd8\x8fN<+\xaa]\xc0xc\x1e\xbfX\x1aB@\xd8\x8fN<+\xaa]\xc0xc\x1e\xbfX\x1aB@|\x01\x00\x00\x00\xd8\x8fN<+\xaa]\xc0xc\x1e\xbfX\x1aB@\xfe',POINT (-118.65888889 36.20583333000008)
342,2772,2790,FS-1424927,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,24,7,B5SS,DIAMOND,,,,,,2005,2453616.5,246,1248,4.0,Campfire,2453616.5,246.0,1406,0.01,A,37.86027778,-119.87027778,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00D\xe2\x92\xa1\xb2\xf7]\xc0\xb0I\x11\x95\x1d\xeeB@D\xe2\x92\xa1\xb2\xf7]\xc0\xb0I\x11\x95\x1d\xeeB@|\x01\x00\x00\x00D\xe2\x92\xa1\xb2\xf7]\xc0\xb0I\x11\x95\x1d\xeeB@\xfe',POINT (-119.87027778 37.86027778000005)
343,2774,2792,FS-1424931,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,28,8,B58K,WHEEL,,,,,,2005,2453622.5,252,0837,3.0,Smoking,2453622.5,252.0,1130,0.5,B,37.83611111,-119.99305556,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xe4S\xe88\x8e\xff]\xc0\xe0\xa2X\xb0\x05\xebB@\xe4S\xe88\x8e\xff]\xc0\xe0\xa2X\xb0\x05\xebB@|\x01\x00\x00\x00\xe4S\xe88\x8e\xff]\xc0\xe0\xa2X\xb0\x05\xebB@\xfe',POINT (-119.99305556 37.83611111000005)
344,2776,2794,FS-1424936,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,21,MNF-1043,BE0J,TROUT,,,,,,2005,2453640.5,270,1230,1.0,Lightning,2453640.5,270.0,1900,0.25,A,39.53805556,-122.885,5.0,USFS,CA,,,,"b'\x00\x01\xad\x10\x00\x00p=\n\xd7\xa3\xb8^\xc0\xc8\xd0,\x01\xdf\xc4C@p=\n\xd7\xa3\xb8^\xc0\xc8\xd0,\x01\xdf\xc4C@|\x01\x00\x00\x00p=\n\xd7\xa3\xb8^\xc0\xc8\xd0,\x01\xdf\xc4C@\xfe'",POINT (-122.885 39.53805556000003)
345,2778,2796,FS-1424943,FED,FS-FIRESTAT,FS,USCALNF,Lassen National Forest,0506,Lassen National Forest,32,010,B6L6,ROCKY,,,,,,2005,2453628.5,258,1715,9.0,Miscellaneous,2453628.5,258.0,2200,30.0,C,40.33416667,-121.6175,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xe8Q\xb8\x1e\x85g^\xc0 \x883\xf9\xc5*D@\xe8Q\xb8\x1e\x85g^\xc0 \x883\xf9\xc5*D@|\x01\x00\x00\x00\xe8Q\xb8\x1e\x85g^\xc0 \x883\xf9\xc5*D@\xfe',POINT (-121.6174999999999 40.33416667000006)
346,2782,2800,FS-1424956,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,14,MDF-275,BE0K,COUGAR,CA-MDF-0275,COUGAR,,,,2005,2453587.5,217,1730,1.0,Lightning,2453607.5,237.0,1800,104.0,D,41.72277778,-120.68555556,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\x9crm$\xe0+^\xc0\x18\xb0w\xfb\x83\xdcD@\x9crm$\xe0+^\xc0\x18\xb0w\xfb\x83\xdcD@|\x01\x00\x00\x00\x9crm$\xe0+^\xc0\x18\xb0w\xfb\x83\xdcD@\xfe',POINT (-120.68555556 41.72277778000006)
347,2798,2816,FS-1424992,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,15,MDF-276,BE0K,BSFMU5,,,,,,2005,2453587.5,217,1910,1.0,Lightning,2453593.5,223.0,1230,0.1,A,41.69694444,-120.73666667,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\x00\xed\xf5\x8b%/^\xc0\xf0v\xb4y5\xd9D@\x00\xed\xf5\x8b%/^\xc0\xf0v\xb4y5\xd9D@|\x01\x00\x00\x00\x00\xed\xf5\x8b%/^\xc0\xf0v\xb4y5\xd9D@\xfe',POINT (-120.73666667 41.69694444000004)
348,2801,2819,FS-1424998,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,23,51-10,BE0L,DOG,,,,,,2005,2453582.5,212,0936,4.0,Campfire,2453582.5,212.0,0950,0.1,A,41.90666667,-123.85527778,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\x1c\x86\x03\xdf\xbc\xf6^\xc0\x00\x03H\xa7\r\xf4D@\x1c\x86\x03\xdf\xbc\xf6^\xc0\x00\x03H\xa7\r\xf4D@|\x01\x00\x00\x00\x1c\x86\x03\xdf\xbc\xf6^\xc0\x00\x03H\xa7\r\xf4D@\xfe',POINT (-123.85527778 41.90666667000005)
349,2804,2822,FS-1425005,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,24,51-11,BE0L,DRY,,,,,,2005,2453582.5,212,1049,4.0,Campfire,2453582.5,212.0,1101,0.1,A,41.74305556,-123.8775,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00X\x8f\xc2\xf5(\xf8^\xc0\xd8\xa7\xd0q\x1c\xdfD@X\x8f\xc2\xf5(\xf8^\xc0\xd8\xa7\xd0q\x1c\xdfD@|\x01\x00\x00\x00X\x8f\xc2\xf5(\xf8^\xc0\xd8\xa7\xd0q\x1c\xdfD@\xfe',POINT (-123.8774999999999 41.74305556000007)
