,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape,geom
1027,7924,7964,FS-1434087,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,19,008,B6UX,TAHQUITZ,,,,,,2006,2453864.5,129,0955,4.0,Campfire,2453870.5,135.0,1600,0.1,A,33.79611111,-116.61333333,6.0,OTHER FEDERAL,CA,65,065,Riverside,"b""\x00\x01\xad\x10\x00\x00dyp\xda@']\xc0X\xb7\x06\xf8\xe6\xe5@@dyp\xda@']\xc0X\xb7\x06\xf8\xe6\xe5@@|\x01\x00\x00\x00dyp\xda@']\xc0X\xb7\x06\xf8\xe6\xe5@@\xfe""",POINT (-116.61333333 33.79611111000003)
1028,7934,7974,FS-1434101,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,0515,Sierra National Forest,3,1,CC07,225,,,,,,2006,2453783.5,48,0948,9.0,Miscellaneous,2453783.5,48.0,1015,0.1,A,37.16805556,-119.42944444,13.0,STATE OR PRIVATE,CA,39,039,Madera,b'\x00\x01\xad\x10\x00\x00\xecO\x88\x04|\xdb]\xc08\x0e7\xd8\x82\x95B@\xecO\x88\x04|\xdb]\xc08\x0e7\xd8\x82\x95B@|\x01\x00\x00\x00\xecO\x88\x04|\xdb]\xc08\x0e7\xd8\x82\x95B@\xfe',POINT (-119.4294444399999 37.16805556000003)
1029,7938,7978,FS-1434107,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,5,005,CK2J,PLASKETT,,,,,,2006,2453868.5,133,1630,5.0,Debris Burning,2453868.5,133.0,1750,0.1,A,35.92027778,-121.45805556,13.0,STATE OR PRIVATE,CA,53,053,Monterey,b'\x00\x01\xad\x10\x00\x00\xdc|D\xc8P]^\xc0\xf8*\x8c\xa9\xcb\xf5A@\xdc|D\xc8P]^\xc0\xf8*\x8c\xa9\xcb\xf5A@|\x01\x00\x00\x00\xdc|D\xc8P]^\xc0\xf8*\x8c\xa9\xcb\xf5A@\xfe',POINT (-121.45805556 35.92027778000005)
1030,7942,7982,FS-1434113,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,30,12,B6UX,PLAM CANYON,,,,,,2006,2453884.5,149,1744,2.0,Equipment Use,2453884.5,149.0,1755,0.1,A,33.79388889,-116.59166667,13.0,STATE OR PRIVATE,CA,65,065,Riverside,b'\x00\x01\xad\x10\x00\x00\x1cr\xe1\xdd\xdd%]\xc0\xa0\x9a\xb1&\x9e\xe5@@\x1cr\xe1\xdd\xdd%]\xc0\xa0\x9a\xb1&\x9e\xe5@@|\x01\x00\x00\x00\x1cr\xe1\xdd\xdd%]\xc0\xa0\x9a\xb1&\x9e\xe5@@\xfe',POINT (-116.5916666699999 33.79388889000006)
1031,7943,7983,FS-1434115,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,2,001,CJY1,NOYES,,,,,,2006,2453849.5,114,0845,9.0,Miscellaneous,2453849.5,114.0,1125,0.24,A,41.34416667,-122.74944444,13.0,STATE OR PRIVATE,CA,93,093,Siskiyou,b'\x00\x01\xad\x10\x00\x00\x04\xfe\xcf\xe5\xf6\xaf^\xc0\x00\x03H\xa7\r\xacD@\x04\xfe\xcf\xe5\xf6\xaf^\xc0\x00\x03H\xa7\r\xacD@|\x01\x00\x00\x00\x04\xfe\xcf\xe5\xf6\xaf^\xc0\x00\x03H\xa7\r\xacD@\xfe',POINT (-122.74944444 41.34416667000005)
1032,7944,7984,FS-1434116,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,0505,Klamath National Forest,3,002,CJN9,SCOTT,,,,,,2006,2453849.5,114,1715,9.0,Miscellaneous,2453849.5,114.0,1755,0.1,A,41.68861111,-123.07916667,13.0,STATE OR PRIVATE,CA,93,093,Siskiyou,b'\x00\x01\xad\x10\x00\x00P\xa5\x14\x11\x11\xc5^\xc0h\x8e\xaah$\xd8D@P\xa5\x14\x11\x11\xc5^\xc0h\x8e\xaah$\xd8D@|\x01\x00\x00\x00P\xa5\x14\x11\x11\xc5^\xc0h\x8e\xaah$\xd8D@\xfe',POINT (-123.0791666699999 41.68861111000007)
1033,7964,8004,FS-1434149,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,9,PNF-142,CK20,MASSEY,,,,,,2006,2453869.5,134,1418,5.0,Debris Burning,2453869.5,134.0,1535,0.1,A,39.93916667,-121.0575,13.0,STATE OR PRIVATE,CA,63,063,Plumas,b'\x00\x01\xad\x10\x00\x00D\xe1z\x14\xaeC^\xc0`\x92\n\x9d6\xf8C@D\xe1z\x14\xaeC^\xc0`\x92\n\x9d6\xf8C@|\x01\x00\x00\x00D\xe1z\x14\xaeC^\xc0`\x92\n\x9d6\xf8C@\xfe',POINT (-121.0574999999999 39.93916667000008)
1034,7968,8008,FS-1434153,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,9,009,CNF1,INN,,,,,,2006,2453889.5,154,1140,9.0,Miscellaneous,2453889.5,154.0,1256,0.2,A,36.27277778,-121.81361111,13.0,STATE OR PRIVATE,CA,53,053,Monterey,"b'\x00\x01\xad\x10\x00\x00,GU4\x12t^\xc0\x80\x16\xdea\xea""B@,GU4\x12t^\xc0\x80\x16\xdea\xea""B@|\x01\x00\x00\x00,GU4\x12t^\xc0\x80\x16\xdea\xea""B@\xfe'",POINT (-121.81361111 36.27277778000007)
1035,7987,8027,FS-1434177,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,19,214,CM3V,ROCKY,,,,,,2006,2453884.5,149,1800,5.0,Debris Burning,2453884.5,149.0,1830,0.1,A,39.82361111,-120.4225,13.0,STATE OR PRIVATE,CA,63,063,Plumas,b'\x00\x01\xad\x10\x00\x00\xd4\xa3p=\n\x1b^\xc0H\t\xbf\x16l\xe9C@\xd4\xa3p=\n\x1b^\xc0H\t\xbf\x16l\xe9C@|\x01\x00\x00\x00\xd4\xa3p=\n\x1b^\xc0H\t\xbf\x16l\xe9C@\xfe',POINT (-120.4225 39.82361111000006)
1036,7988,8028,FS-1434178,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,15,PNF-162,B6UW,SQUAW,,,,,,2006,2453872.5,137,2000,1.0,Lightning,2453872.5,137.0,2100,0.1,A,40.01722222,-120.43361111,5.0,USFS,CA,63,063,Plumas,b'\x00\x01\xad\x10\x00\x00t(\xd0H\xc0\x1b^\xc0\x18\xd5sV4\x02D@t(\xd0H\xc0\x1b^\xc0\x18\xd5sV4\x02D@|\x01\x00\x00\x00t(\xd0H\xc0\x1b^\xc0\x18\xd5sV4\x02D@\xfe',POINT (-120.43361111 40.01722222000006)
1037,7989,8029,FS-1434180,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,20,217,CM7N,ASPEN,,,,,,2006,2453886.5,151,1500,5.0,Debris Burning,2453886.5,151.0,1745,0.1,A,39.93916667,-120.32611111,13.0,STATE OR PRIVATE,CA,63,063,Plumas,"b'\x00\x01\xad\x10\x00\x00\xf8\x13""\x01\xdf\x14^\xc0`\x92\n\x9d6\xf8C@\xf8\x13""\x01\xdf\x14^\xc0`\x92\n\x9d6\xf8C@|\x01\x00\x00\x00\xf8\x13""\x01\xdf\x14^\xc0`\x92\n\x9d6\xf8C@\xfe'",POINT (-120.3261111099999 39.93916667000008)
1038,8006,8046,FS-1434212,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,4,003,CN4K,PEACH,,,,,,2006,2453869.5,134,1200,5.0,Debris Burning,2453869.5,134.0,1202,0.1,A,37.86583333,-119.87,5.0,USFS,CA,109,109,Tuolumne,b'\x00\x01\xad\x10\x00\x00D\xe1z\x14\xae\xf7]\xc0\x88\x11f\xa0\xd3\xeeB@D\xe1z\x14\xae\xf7]\xc0\x88\x11f\xa0\xd3\xeeB@|\x01\x00\x00\x00D\xe1z\x14\xae\xf7]\xc0\x88\x11f\xa0\xd3\xeeB@\xfe',POINT (-119.8699999999999 37.86583333000004)
1039,8020,8060,FS-1434234,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,60,12,CP0S,LEXUS,,,,,,2006,2453896.5,161,1721,7.0,Arson,2453896.5,161.0,1730,0.1,A,34.29944444,-118.17805556,5.0,USFS,CA,37,037,Los Angeles,b'\x00\x01\xad\x10\x00\x00\x88\xc4%Ce\x8b]\xc0xb\x062T&A@\x88\xc4%Ce\x8b]\xc0xb\x062T&A@|\x01\x00\x00\x00\x88\xc4%Ce\x8b]\xc0xb\x062T&A@\xfe',POINT (-118.17805556 34.29944444000006)
1040,8030,8070,FS-1434249,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,28,11,B6UX,VISTA POINT,,,,,,2006,2453883.5,148,2002,2.0,Equipment Use,2453883.5,148.0,2015,0.1,A,33.58333333,-116.63138889,5.0,USFS,CA,65,065,Riverside,b'\x00\x01\xad\x10\x00\x00\xe4f\xf2\xach(]\xc00\x82\xa3\xaa\xaa\xca@@\xe4f\xf2\xach(]\xc00\x82\xa3\xaa\xaa\xca@@|\x01\x00\x00\x00\xe4f\xf2\xach(]\xc00\x82\xa3\xaa\xaa\xca@@\xfe',POINT (-116.63138889 33.58333333000007)
1041,8064,8105,FS-1434320,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,42,027,B6UL,MOVIE,,,,,,2006,2453882.5,147,1159,2.0,Equipment Use,2453882.5,147.0,1220,0.5,B,34.56888889,-118.68611111,13.0,STATE OR PRIVATE,CA,37,037,Los Angeles,b'\x00\x01\xad\x10\x00\x00\xd0\xb7\x92>\xe9\xab]\xc0\xd0\xcd\xe4Y\xd1HA@\xd0\xb7\x92>\xe9\xab]\xc0\xd0\xcd\xe4Y\xd1HA@|\x01\x00\x00\x00\xd0\xb7\x92>\xe9\xab]\xc0\xd0\xcd\xe4Y\xd1HA@\xfe',POINT (-118.68611111 34.56888889000004)
1042,8065,8106,FS-1434323,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,44,029,B7RL,RALPH,,,,,,2006,2453883.5,148,1052,2.0,Equipment Use,2453883.5,148.0,1125,0.5,B,34.54583333,-118.66388889,14.0,MISSING/NOT SPECIFIED,CA,37,037,Los Angeles,"b""\x00\x01\xad\x10\x00\x00\x90\xae\xd3'}\xaa]\xc0`\xb5\xd6\xdd\xddEA@\x90\xae\xd3'}\xaa]\xc0`\xb5\xd6\xdd\xddEA@|\x01\x00\x00\x00\x90\xae\xd3'}\xaa]\xc0`\xb5\xd6\xdd\xddEA@\xfe""",POINT (-118.66388889 34.54583333000005)
1043,8066,8107,FS-1434324,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,46,031,B7RL,HUGHES,,,,,,2006,2453884.5,149,0700,2.0,Equipment Use,2453884.5,149.0,0720,0.1,A,34.51805556,-118.63777778,14.0,MISSING/NOT SPECIFIED,CA,37,037,Los Angeles,b'\x00\x01\xad\x10\x00\x00\xc8\xcd\xe4Y\xd1\xa8]\xc0\x08\xdb\x03\xa5OBA@\xc8\xcd\xe4Y\xd1\xa8]\xc0\x08\xdb\x03\xa5OBA@|\x01\x00\x00\x00\xc8\xcd\xe4Y\xd1\xa8]\xc0\x08\xdb\x03\xa5OBA@\xfe',POINT (-118.63777778 34.51805556000005)
1044,8068,8109,FS-1434326,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,51,034,B6UL,VEHICLE,,,,,,2006,2453889.5,154,1245,2.0,Equipment Use,2453889.5,154.0,1305,0.1,A,34.52611111,-118.53194444,5.0,USFS,CA,37,037,Los Angeles,b'\x00\x01\xad\x10\x00\x00\xb0E\xb1`\x0b\xa2]\xc0\x98\xc1\xdd\x9bWCA@\xb0E\xb1`\x0b\xa2]\xc0\x98\xc1\xdd\x9bWCA@|\x01\x00\x00\x00\xb0E\xb1`\x0b\xa2]\xc0\x98\xc1\xdd\x9bWCA@\xfe',POINT (-118.53194444 34.52611111000004)
1045,8070,8111,FS-1434329,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,53,035,B6UL,DELAGO,,,,,,2006,2453891.5,156,0205,9.0,Miscellaneous,2453891.5,156.0,0245,0.1,A,34.66111111,-118.75555556,5.0,USFS,CA,37,037,Los Angeles,b'\x00\x01\xad\x10\x00\x00\xb0 \xb5\x05[\xb0]\xc0x<\xf2I\x9fTA@\xb0 \xb5\x05[\xb0]\xc0x<\xf2I\x9fTA@|\x01\x00\x00\x00\xb0 \xb5\x05[\xb0]\xc0x<\xf2I\x9fTA@\xfe',POINT (-118.7555555599999 34.66111111000004)
1046,8080,8121,FS-1434342,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,54,036,B6UL,TORCH,,,,,,2006,2453891.5,156,1543,7.0,Arson,2453891.5,156.0,1620,0.1,A,34.53194444,-118.36555556,5.0,USFS,CA,37,037,Los Angeles,b'\x00\x01\xad\x10\x00\x00\x88\xc4%Ce\x97]\xc0p\x8bb\xc1\x16DA@\x88\xc4%Ce\x97]\xc0p\x8bb\xc1\x16DA@|\x01\x00\x00\x00\x88\xc4%Ce\x97]\xc0p\x8bb\xc1\x16DA@\xfe',POINT (-118.36555556 34.53194444000007)
1047,8084,8125,FS-1434348,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,56,038,B7RL,HONDA,,,,,,2006,2453894.5,159,1751,9.0,Miscellaneous,2453894.5,159.0,1915,0.1,A,34.48,-118.29194444,14.0,MISSING/NOT SPECIFIED,CA,37,037,Los Angeles,b'\x00\x01\xad\x10\x00\x00 \x83\xbb7\xaf\x92]\xc0H\n\xd7\xa3p=A@ \x83\xbb7\xaf\x92]\xc0H\n\xd7\xa3p=A@|\x01\x00\x00\x00 \x83\xbb7\xaf\x92]\xc0H\n\xd7\xa3p=A@\xfe',POINT (-118.29194444 34.48000000000008)
1048,8086,8127,FS-1434351,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,57,039,B7RL,NORTHSIDE,,,,,,2006,2453895.5,160,1131,9.0,Miscellaneous,2453895.5,160.0,1200,0.1,A,34.62916667,-118.30361111,14.0,MISSING/NOT SPECIFIED,CA,37,037,Los Angeles,b'\x00\x01\xad\x10\x00\x00\xbc\tK]n\x93]\xc0\x18\xb1\x8f\x88\x88PA@\xbc\tK]n\x93]\xc0\x18\xb1\x8f\x88\x88PA@|\x01\x00\x00\x00\xbc\tK]n\x93]\xc0\x18\xb1\x8f\x88\x88PA@\xfe',POINT (-118.30361111 34.62916667000007)
1049,8087,8128,FS-1434352,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,58,040,B7RL,TEMPLIN,,,,,,2006,2453896.5,161,1303,2.0,Equipment Use,2453896.5,161.0,1350,2.0,B,34.52611111,-118.64777778,14.0,MISSING/NOT SPECIFIED,CA,37,037,Los Angeles,b'\x00\x01\xad\x10\x00\x008\x0b\xef0u\xa9]\xc0\x98\xc1\xdd\x9bWCA@8\x0b\xef0u\xa9]\xc0\x98\xc1\xdd\x9bWCA@|\x01\x00\x00\x008\x0b\xef0u\xa9]\xc0\x98\xc1\xdd\x9bWCA@\xfe',POINT (-118.64777778 34.52611111000004)
1050,8088,8129,FS-1434353,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,61,041,B7RL,BOOTLEGGER,,,,,,2006,2453896.5,161,2021,9.0,Miscellaneous,2453896.5,161.0,2050,0.1,A,34.43222222,-118.2175,14.0,MISSING/NOT SPECIFIED,CA,37,037,Los Angeles,b'\x00\x01\xad\x10\x00\x00P\xb8\x1e\x85\xeb\x8d]\xc0\x98\xc0\xc5\x0eS7A@P\xb8\x1e\x85\xeb\x8d]\xc0\x98\xc0\xc5\x0eS7A@|\x01\x00\x00\x00P\xb8\x1e\x85\xeb\x8d]\xc0\x98\xc0\xc5\x0eS7A@\xfe',POINT (-118.2175 34.43222222000003)
1051,8092,8133,FS-1434361,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,16,PNF-160,B6UW,PECKS,,,,,,2006,2453872.5,137,1940,1.0,Lightning,2453873.5,138.0,1218,0.1,A,40.15888889,-120.87833333,5.0,USFS,CA,63,063,Plumas,b'\x00\x01\xad\x10\x00\x00\x8c\xd5\xff\x9c68^\xc0\xc0\x1f\x9dxV\x14D@\x8c\xd5\xff\x9c68^\xc0\xc0\x1f\x9dxV\x14D@|\x01\x00\x00\x00\x8c\xd5\xff\x9c68^\xc0\xc0\x1f\x9dxV\x14D@\xfe',POINT (-120.87833333 40.15888889000007)
1052,8096,8137,FS-1434366,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,17,PNF-159,B6UW,PETERS,,,,,,2006,2453872.5,137,1940,1.0,Lightning,2453873.5,138.0,1000,0.1,A,40.17138889,-120.91722222,5.0,USFS,CA,63,063,Plumas,b'\x00\x01\xad\x10\x00\x00 \x84\xd3\xc4\xb3:^\xc0X\xb96\x12\xf0\x15D@ \x84\xd3\xc4\xb3:^\xc0X\xb96\x12\xf0\x15D@|\x01\x00\x00\x00 \x84\xd3\xc4\xb3:^\xc0X\xb96\x12\xf0\x15D@\xfe',POINT (-120.91722222 40.17138889000006)
1053,8098,8139,FS-1434369,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,12,PNF-156,B6UW,ELEPHANT,,,,,,2006,2453872.5,137,1115,1.0,Lightning,2453872.5,137.0,1420,0.34,B,40.10472222,-120.61388889,5.0,USFS,CA,63,063,Plumas,"b""\x00\x01\xad\x10\x00\x00\\{\xa0\xf4I'^\xc0H\x08\xa7\x89g\rD@\\{\xa0\xf4I'^\xc0H\x08\xa7\x89g\rD@|\x01\x00\x00\x00\\{\xa0\xf4I'^\xc0H\x08\xa7\x89g\rD@\xfe""",POINT (-120.6138888899999 40.10472222000004)
1054,8121,8162,FS-1434424,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,79,056,B7RL,PICKUP,,,,,,2006,2453902.5,167,1935,2.0,Equipment Use,2453902.5,167.0,1955,0.1,A,34.48416667,-118.61555556,14.0,MISSING/NOT SPECIFIED,CA,37,037,Los Angeles,"b'\x00\x01\xad\x10\x00\x00\x88\xc4%Ce\xa7]\xc0P\xbbf,\xf9=A@\x88\xc4%Ce\xa7]\xc0P\xbbf,\xf9=A@|\x01\x00\x00\x00\x88\xc4%Ce\xa7]\xc0P\xbbf,\xf9=A@\xfe'",POINT (-118.61555556 34.48416667000004)
1055,8123,8164,FS-1434430,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,78,055,B7RL,PARKER,,,,,,2006,2453902.5,167,1918,2.0,Equipment Use,2453902.5,167.0,1945,0.1,A,34.48388889,-118.61555556,14.0,MISSING/NOT SPECIFIED,CA,37,037,Los Angeles,b'\x00\x01\xad\x10\x00\x00\x88\xc4%Ce\xa7]\xc0X\xb96\x12\xf0=A@\x88\xc4%Ce\xa7]\xc0X\xb96\x12\xf0=A@|\x01\x00\x00\x00\x88\xc4%Ce\xa7]\xc0X\xb96\x12\xf0=A@\xfe',POINT (-118.61555556 34.48388889000006)
1056,8125,8166,FS-1434433,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,33,13,B6UX,BONITA,,,,,,2006,2453886.5,151,1632,2.0,Equipment Use,2453886.5,151.0,1650,0.5,B,33.92694444,-116.79166667,14.0,MISSING/NOT SPECIFIED,CA,65,065,Riverside,b'\x00\x01\xad\x10\x00\x00\xec>\xae\xaa\xaa2]\xc00\x81\x8b\x1d\xa6\xf6@@\xec>\xae\xaa\xaa2]\xc00\x81\x8b\x1d\xa6\xf6@@|\x01\x00\x00\x00\xec>\xae\xaa\xaa2]\xc00\x81\x8b\x1d\xa6\xf6@@\xfe',POINT (-116.79166667 33.92694444000006)
1057,8126,8167,FS-1434435,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,43,17,B6UX,MARION,,,,,,2006,2453896.5,161,1017,1.0,Lightning,2453896.5,161.0,1355,1.0,B,33.79166667,-116.75694444,5.0,USFS,CA,65,065,Riverside,b'\x00\x01\xad\x10\x00\x00\x18\xac\x17\xc7q0]\xc0\xe0}\\UU\xe5@@\x18\xac\x17\xc7q0]\xc0\xe0}\\UU\xe5@@|\x01\x00\x00\x00\x18\xac\x17\xc7q0]\xc0\xe0}\\UU\xe5@@\xfe',POINT (-116.75694444 33.79166667000004)
1058,8127,8168,FS-1434436,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,21,PNF-299,B6UW,SODA,,,,,,2006,2453900.5,165,1802,1.0,Lightning,2453900.5,165.0,1935,0.2,A,40.03583333,-121.02027778,5.0,USFS,CA,63,063,Plumas,"b'\x00\x01\xad\x10\x00\x00\xdc{,;LA^\xc0\x80:\xc2/\x96\x04D@\xdc{,;LA^\xc0\x80:\xc2/\x96\x04D@|\x01\x00\x00\x00\xdc{,;LA^\xc0\x80:\xc2/\x96\x04D@\xfe'",POINT (-121.02027778 40.03583333000006)
1059,8128,8169,FS-1434437,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,46,20,B6UX,BROADWAY,,,,,,2006,2453900.5,165,1233,7.0,Arson,2453900.5,165.0,1525,7.0,B,33.92694444,-116.79166667,13.0,STATE OR PRIVATE,CA,65,065,Riverside,b'\x00\x01\xad\x10\x00\x00\xec>\xae\xaa\xaa2]\xc00\x81\x8b\x1d\xa6\xf6@@\xec>\xae\xaa\xaa2]\xc00\x81\x8b\x1d\xa6\xf6@@|\x01\x00\x00\x00\xec>\xae\xaa\xaa2]\xc00\x81\x8b\x1d\xa6\xf6@@\xfe',POINT (-116.79166667 33.92694444000006)
1060,8129,8170,FS-1434438,FED,FS-FIRESTAT,FS,USCABDF,San Bernardino National Forest,0512,San Bernardino National Forest,48,21,B6UX,HIGHWAY,,,,,,2006,2453902.5,167,0839,7.0,Arson,2453902.5,167.0,0855,0.25,A,33.87694444,-116.875,13.0,STATE OR PRIVATE,CA,65,065,Riverside,b'\x00\x01\xad\x10\x00\x00\xfc\xff\xff\xff\xff7]\xc0\xc8\x1a%\xb7?\xf0@@\xfc\xff\xff\xff\xff7]\xc0\xc8\x1a%\xb7?\xf0@@|\x01\x00\x00\x00\xfc\xff\xff\xff\xff7]\xc0\xc8\x1a%\xb7?\xf0@@\xfe',POINT (-116.8749999999999 33.87694444000005)
1061,8137,8178,FS-1434452,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,22,319,CQ4U,TIMBER,,,,,,2006,2453905.5,170,1520,5.0,Debris Burning,2453905.5,170.0,1542,0.5,B,39.79805556,-120.48055556,14.0,MISSING/NOT SPECIFIED,CA,63,063,Plumas,b'\x00\x01\xad\x10\x00\x00\x18\x87\x1bl\xc1\x1e^\xc0\xb0KA\xaf&\xe6C@\x18\x87\x1bl\xc1\x1e^\xc0\xb0KA\xaf&\xe6C@|\x01\x00\x00\x00\x18\x87\x1bl\xc1\x1e^\xc0\xb0KA\xaf&\xe6C@\xfe',POINT (-120.48055556 39.79805556000008)
1062,8190,8231,FS-1434536,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,11,PNF-152,B5UW,BABCOCK,,,,,,2006,2453871.5,136,1850,1.0,Lightning,2453871.5,136.0,2020,0.1,A,40.11222222,-120.62361111,5.0,USFS,CA,63,063,Plumas,"b""\x00\x01\xad\x10\x00\x00\xd0\xb7\x92>\xe9'^\xc0pd6L]\x0eD@\xd0\xb7\x92>\xe9'^\xc0pd6L]\x0eD@|\x01\x00\x00\x00\xd0\xb7\x92>\xe9'^\xc0pd6L]\x0eD@\xfe""",POINT (-120.62361111 40.11222222000004)
1063,8191,8232,FS-1434538,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,2,PNF-42,CCS3,NORTH VALLEY,,,,,,2006,2453780.5,45,1439,5.0,Debris Burning,2453780.5,45.0,1600,0.25,A,40.10277778,-120.84805556,13.0,STATE OR PRIVATE,CA,63,063,Plumas,"b""\x00\x01\xad\x10\x00\x00\x04\xd9\xd3\x8aF6^\xc0\x88\xed\x81\xd2'\rD@\x04\xd9\xd3\x8aF6^\xc0\x88\xed\x81\xd2'\rD@|\x01\x00\x00\x00\x04\xd9\xd3\x8aF6^\xc0\x88\xed\x81\xd2'\rD@\xfe""",POINT (-120.84805556 40.10277778000005)
1064,8197,8238,FS-1434550,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,69,048,CQN9,CAR,,,,,,2006,2453901.5,166,1645,9.0,Miscellaneous,2453901.5,166.0,1720,0.1,A,34.54166667,-118.65833333,14.0,MISSING/NOT SPECIFIED,CA,37,037,Los Angeles,"b'\x00\x01\xad\x10\x00\x00\xdc\x8d\x1e""""\xaa]\xc0\xe0}\\UUEA@\xdc\x8d\x1e""""\xaa]\xc0\xe0}\\UUEA@|\x01\x00\x00\x00\xdc\x8d\x1e""""\xaa]\xc0\xe0}\\UUEA@\xfe'",POINT (-118.6583333299999 34.54166667000004)
1065,8199,8240,FS-1434552,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,70,049,CQJ9,VISTA,,,,,,2006,2453901.5,166,1651,9.0,Miscellaneous,2453901.5,166.0,2100,20.0,C,34.63277778,-118.72833333,5.0,USFS,CA,37,037,Los Angeles,b'\x00\x01\xad\x10\x00\x00\xf0;f\x03\x9d\xae]\xc0(^\xbf\xdc\xfePA@\xf0;f\x03\x9d\xae]\xc0(^\xbf\xdc\xfePA@|\x01\x00\x00\x00\xf0;f\x03\x9d\xae]\xc0(^\xbf\xdc\xfePA@\xfe',POINT (-118.7283333299999 34.63277778000003)
